title,month(cout),day(cout),hour(cout),minute(cout),month(cin),day(cin),hour(cin),minute(cin),deweyClass,"TIMESTAMPDIFF(DAY,cout,cin)"
"Learn to Hip Hop Vol 1 2",1,28,15,59,2,3,14,15,793.3,5
"iKnow animals letters sounds Vol 1",1,26,14,3,2,3,14,28,372.465,8
"Families of Israel",2,1,15,42,2,3,14,29,956.54,1
"world of learning Volume 2",2,2,14,39,2,3,14,29,629.13334,0
"Families of Guatemala",2,1,15,42,2,3,14,29,972.81,1
"Families of Afghanistan",2,1,15,42,2,3,14,29,958.1,1
"Families of Panama",2,1,15,42,2,3,14,29,972.87,1
"All about big machines",2,1,15,42,2,3,14,29,629,1
"Baby D I Y kitchen creations",2,1,15,42,2,3,14,29,745.5,1
"Metal monsters",2,1,15,42,2,3,14,29,621.86,1
"Schoolhouse rock America",1,29,18,53,2,3,14,32,973,4
"Schoolhouse rock Multiplication rock",1,16,17,43,2,3,14,34,513.213,17
"Human machine Bodyzone",1,30,15,16,2,3,14,36,612,3
"School house rock Election collection",1,16,17,43,2,3,14,40,320.973,17
"Gymnastics for children",1,19,15,36,2,3,14,46,796.44,14
"Mighty machines Tremendous tools",1,22,15,40,2,3,14,51,621.8,11
"Mighty machines Ships ahoy Super machines Ohâ du bateau",1,22,15,40,2,3,14,55,623.82,11
"Rock n learn Human body",1,19,12,17,2,3,14,58,612,15
"Wiggles Here comes the big red car",1,23,14,59,2,3,14,58,782.42083,10
"Baby Einstein My first signs see and sign with baby",1,26,16,46,2,3,15,2,419,7
"Baby signing time Volume 2",1,26,16,48,2,3,15,3,419,7
"Elmos potty time",1,15,16,33,2,3,15,10,649.62083,18
"School house rock Money rock",1,16,17,43,2,3,15,12,332.024,17
"School house rock Earth",1,16,17,43,2,3,15,12,333.72,17
"Mandarin Chinese Disc 4 In my home",1,20,13,38,2,3,15,44,495.13421,14
"Baby ballet",1,23,17,53,2,3,15,53,792.8,10
"Lets talk geography maps and globes",1,20,16,10,2,3,16,8,912,13
"Families of Kenya",1,22,19,13,2,3,16,11,967.62,11
"Families of Guatemala",1,22,19,13,2,3,16,11,972.81,11
"Families of Panama",1,22,19,13,2,3,16,11,972.87,11
"Families of Philippines",1,26,16,39,2,3,16,11,959.9,7
"Families of Mexico",1,22,19,13,2,3,16,11,972.0836,11
"Popular mechanics for kids Radical rockets and other cool cruising machines",1,26,13,31,2,3,16,21,500,8
"Swan lake",1,20,17,2,2,3,16,23,792.842,13
"Alice in Wonderland a dance fantasy",1,20,17,1,2,3,16,25,792.8,13
Nutcracker,1,20,17,1,2,3,16,27,792.842,13
"science of Disney imagineering Newtons 3 laws of motion",1,22,15,40,2,3,16,31,531,12
"Families of Thailand",1,27,14,26,2,3,16,39,959.3,7
"Activity TV Cooking snacks",2,2,17,23,2,3,16,41,641.5123,0
"little primaballerina ballet training for children",1,24,11,20,2,3,16,41,792.8,10
"You can read Phonics video tutor Level 1 a reading enhancement program",1,28,11,45,2,3,16,42,372.465,6
"Letters and words",1,24,11,21,2,3,16,42,372.465,10
"Soundable words Long and short vowels",1,24,11,21,2,3,16,42,372.465,10
"Phonics 4 babies Babys first words",1,24,11,21,2,3,16,42,649.68,10
"Phonics 4 babies Colors counting",1,24,11,21,2,3,16,42,649.68,10
"Alphabet phonics fun",1,24,11,21,2,3,16,42,411,10
"alphabet zoo a fun way to learn letters and phonics",1,28,11,45,2,3,16,42,411,6
"Beyond phonics Level 1",1,24,11,20,2,3,16,42,372.4,10
"Rock n learn Phonics Volumes I II",1,28,11,45,2,3,16,42,372.465,6
"I spy A mumble monster mystery other stories",1,27,14,37,2,4,11,51,793.735,7
"Wild about safety Safety smart in the water",1,22,12,34,2,4,12,11,797.0289,12
"Wild about safety Safety smart goes green",1,22,12,34,2,4,12,11,363.7,12
"Fairy dancing",1,22,17,1,2,4,12,17,791.4372,12
"Meet the sight words 1",1,14,19,18,2,4,12,39,372.462,20
"Meet the sight words 2",1,14,19,18,2,4,12,39,372.462,20
"VeggieTales sing alongs I love my lips",1,23,10,24,2,4,12,58,782.42083,12
"Baby dance",1,3,12,53,2,4,13,32,796.13,32
"Ca nhac XuÆn Mai 10",1,23,11,39,2,4,13,33,782.42083,12
"Early settlers",1,29,16,21,2,4,13,49,973,5
"Aladdin and the magic lamp",1,28,13,49,2,4,13,53,398.22,7
"Martins big words the life of Dr Martin Luther King Jr and more stories from the African American tradition",1,23,10,19,2,4,13,54,323.092,12
"Meet the sight words 2",1,22,17,14,2,4,14,30,372.462,12
"Signing time Series 2 volume 12 Box of crayons",1,28,12,13,2,4,14,37,419.7,7
"Signing time Series 2 volume 6 Days of the week",1,22,10,35,2,4,14,37,419.7,13
"Martin Luther King Jr Day",1,17,10,23,2,4,14,55,394.269,18
"Schoolhouse rock Science",1,26,11,28,2,4,14,56,500,9
"Schoolhouse rock Grammar",1,26,11,28,2,4,14,56,428,9
"Wiggles Ukulele baby",1,7,16,25,2,4,15,15,791.42083,27
"Schoolhouse rock Science",1,27,14,8,2,4,15,28,500,8
Electricity,1,22,17,49,2,4,15,32,537,12
"Fairy dancing",1,22,16,16,2,4,15,33,791.4372,12
Deserts,1,22,17,49,2,4,15,37,577.54,12
"Ocean life",1,22,17,49,2,4,15,37,577.7,12
"Storyland yoga",1,16,12,29,2,4,15,45,613.7046,19
"YogaKids 2 more poses more fun",1,16,12,29,2,4,15,46,613.7046,19
"Pizza party Yoga class for kids",1,16,12,29,2,4,15,46,613.7046,19
"Shanti Generation yoga skills for youth peacemakers",1,16,12,29,2,4,15,46,613.7046,19
"Japanese Disc 1 Eating and drinking",1,17,13,10,2,4,15,56,495.68342,18
"Rock n learn Getting ready for kindergarten",1,29,13,13,2,4,15,56,372.218,6
"Japanese Disc 3 Playtime",1,17,13,10,2,4,15,58,495.68342,18
"Vamos a jugar Lets play",1,23,15,18,2,4,16,6,468.3421,12
"First fun with Spanish",1,23,15,18,2,4,16,6,468.3421,12
"Hola amigos Volume 2",1,23,15,18,2,4,16,6,468.3421,12
"Professor Parrot speaks Spanish We are friends Somos amigos",1,23,15,18,2,4,16,6,468.2421,12
"Activity TV Origami",1,22,14,33,2,4,16,15,736.982,13
"magic school bus Creepy crawly fun",1,22,14,34,2,4,16,15,534,13
"magic school bus Super sports fun",1,22,14,34,2,4,16,15,530,13
"Activity TV Cartooning intermediate",1,22,14,33,2,4,16,20,741.5,13
"Shalom sesame Volume 8 Grover learns Hebrew",2,2,16,36,2,4,16,25,492.48342,1
"Teaching signs for baby minds 1 Everyday signs",2,2,14,56,2,4,16,41,419.7,2
"Kids Ten Commandments the complete collection",1,22,19,53,2,4,16,47,241.52,12
"Signing time Volume 1 My first signs",1,24,15,11,2,4,16,48,419.7,11
"More families of Mexico",1,22,17,32,2,4,16,50,972.0836,12
"scoop on poop",1,22,17,16,2,4,16,56,612.36,12
"Math cure",1,22,17,32,2,4,16,59,510,12
"Renewable energy",1,22,17,16,2,4,17,7,621.042,12
"Lots lots of fire songs safety tips",1,19,16,2,2,4,17,8,363.377,16
"British Isles",1,30,17,36,2,4,17,9,914.1,4
"Globe toddlers Adventures in France",1,30,18,34,2,4,17,15,448.2421,4
"Time for manners Vol 2 Table time",2,1,13,21,2,4,17,15,395.54,3
"Amazing North America",2,1,13,22,2,4,17,15,591.97,3
"Sid the science kid Weather kid Sid",1,22,19,5,2,4,17,19,551.5,12
"Fun in motion dance laugh learn about trucks cars trains planes boats",1,13,14,47,2,4,17,23,629.22,22
"Ferry boats",1,13,14,42,2,4,17,23,386.2234,22
"I spy A thing that flings and other stories",1,19,16,45,2,4,17,28,793.735,16
"Awesome animal builders",1,20,15,23,2,4,17,36,591.564,15
"Meet the shapes",1,28,16,55,2,4,17,39,516.15,7
"animated Passion for the whole family",1,28,17,1,2,4,17,40,232.96,7
"Origami fun for kids",1,26,11,26,2,4,17,52,736.982,9
Japan,1,28,16,47,2,4,17,56,915.2,7
"Kung fu for kids",1,28,16,47,2,4,17,58,796.8159,7
"School house rock Money rock",1,28,18,4,2,4,18,13,332.024,7
"Facing fear without freaking out",1,4,15,53,2,4,18,13,155.41246,31
"School house rock Election collection",1,28,18,4,2,4,18,14,320.973,7
"Drumming for kids making the basics fun easy",1,7,13,27,2,4,18,14,786.9193,28
"School house rock Earth",1,28,18,4,2,4,18,14,333.72,7
"Schoolhouse rock Science",1,22,11,29,2,4,18,18,500,13
"Im a potty pirate potty training for boys",1,26,17,14,2,4,18,24,649.62,9
"Activity TV Halloween Vol 2",1,24,17,35,2,4,18,51,745.59416,11
"Meerkat manor Season one",1,29,17,55,2,4,18,52,599.742,6
"All your childs favorites",1,23,10,20,2,4,18,57,649.68,12
"Mighty machines Machines on the job",1,31,17,54,2,4,19,14,621.8,4
"Buster loves music",1,16,11,50,2,4,19,17,780,19
"Soundable words Long and short vowels",1,16,11,50,2,4,19,17,372.465,19
"Rock n learn Phonics Volumes I II",1,16,11,50,2,4,19,17,372.465,19
"Sid the science kid Feeling good inside and out",1,14,14,1,2,4,19,36,613.0432,21
"We are The Laurie Berkner Band",1,23,19,46,2,4,19,37,782.42083,11
"All about John Deere for kids Part 4",1,23,19,46,2,4,19,37,629.225,11
"This fragile planet preserving nature and balancing the environment",2,3,13,14,2,5,10,3,304.2083,1
Migration,1,28,16,57,2,5,10,6,591.568,7
"Sid the science kid Feeling good inside and out",1,13,16,21,2,5,10,7,613.0432,22
"Lots lots of jets and planes Vol 2 Adventures in the air",1,11,13,35,2,5,10,23,629.13334,24
"All about cars All about motorcycles",1,11,13,35,2,5,10,23,629.222,24
"Yay Planes",1,28,13,3,2,5,10,24,629.1333,7
Migration,1,24,17,11,2,5,10,25,591.568,11
"Big fins",2,3,13,14,2,5,10,27,591.77,1
Seashore,2,3,13,14,2,5,10,27,578.7699,1
"Wild about safety Timon and Pumbaa Safety smart online",1,31,18,16,2,5,10,40,004.67808,4
"Fun with counting",1,15,11,47,2,5,10,42,513.21,20
"Meet the letters",1,15,11,47,2,5,10,42,428.13,20
"Ready for phonics Level 2",1,15,11,47,2,5,10,42,372.465,20
Nutcracker,1,31,18,16,2,5,10,45,792.842,4
"Renewable energy",1,19,17,31,2,5,10,54,621.042,16
"Spanish 2 Wake up smiling",1,31,12,18,2,5,10,55,468.3421,4
"How Tortoise won respect a story from South Africa",1,31,12,17,2,5,10,55,398.20968,4
Rembrandt,2,4,14,37,2,5,12,36,759.9492,0
"Sid the science kid Feeling good inside and out",1,6,15,51,2,5,12,38,613.0432,29
"Deep sea dive",1,14,17,18,2,5,12,41,551.46,21
"Dancing for kids",1,26,12,27,2,5,12,50,792.80833,10
"Baby dance",1,30,14,43,2,5,12,50,796.13,5
Skeleton,1,22,16,31,2,5,12,53,573.76,13
Migration,1,22,16,31,2,5,12,53,591.568,13
Predators,1,22,16,31,2,5,12,56,591.53,13
"Perros gatos y ratones",1,30,19,25,2,5,12,57,782.42083,5
"Introduction to robotics",1,19,15,19,2,5,13,15,629.892,16
"Signing time Volume 6 My favorite things",2,2,15,19,2,5,13,26,419.7,2
"My baby can talk Sharing signs",2,2,14,56,2,5,13,36,419,2
"Families of Ghana",1,25,13,51,2,5,13,37,966.7,10
"way things work Belts gears",1,22,11,35,2,5,13,40,621.833,14
"world of learning Volume 1",1,22,11,35,2,5,13,40,629.2222,14
"Meet the phonics Digraphs",1,24,15,9,2,5,13,41,372.465,11
"YogaKids 2 ABCs",1,17,15,46,2,5,13,42,613.7046,18
YogaKids,1,17,15,46,2,5,13,42,613.7042,18
"YogaFit kids a YogaFit workout",1,17,15,46,2,5,13,42,613.7046,18
"Pizza party Yoga class for kids",1,17,15,46,2,5,13,42,613.7046,18
"Jazz dances for kids teens",1,11,13,18,2,5,13,50,793.3,25
"Learn ballet step by step",1,11,13,18,2,5,13,50,792.82,25
YogaKids,1,11,13,18,2,5,13,50,613.7042,25
"Hip hop for kids School house hop",1,11,13,18,2,5,13,50,793.3,25
"Kideosyncrasy getting the world in shape one kid at a time Volume 2",1,11,13,18,2,5,13,50,613.7042,25
"Kick to get fit Jr for kids",1,11,13,18,2,5,13,50,613.71,25
"Learn hip hop step by step",1,11,13,18,2,5,13,50,782.42164,25
"Once upon a potty for him",1,22,19,18,2,5,13,55,649.62,13
"Russian for babies toddlers and preschoolers Disc 2 Wake up smiling",1,11,11,41,2,5,14,20,491.78346,25
"What do you do with a tail like this",1,27,13,42,2,5,14,20,573.87,9
"Why do giraffes have long necks and other cool animal facts",1,27,13,44,2,5,14,20,599,9
"Russian for babies toddlers and preschoolers Disc 1 Eating and drinking",1,11,11,41,2,5,14,21,491.78346,25
"Giving thanks and more stories to celebrate American heritage",1,29,12,49,2,5,14,23,973,7
YogaKids,2,2,10,40,2,5,14,27,613.7042,3
"I spy A mumble monster mystery other stories",2,1,11,51,2,5,14,32,793.735,4
"I spy A thing that flings and other stories",2,1,11,51,2,5,14,33,793.735,4
"Zoboomafoo Wild creatures furry fashion",2,1,11,51,2,5,14,33,590,4
"Budding ballerinas pre ballet with Mary Carpenter",1,9,19,6,2,5,14,34,792.8,26
"Silly songs sing a long",1,9,19,6,2,5,14,35,782.42083,26
"I spy A rockin bronco and other stories",2,1,11,51,2,5,14,36,793.735,4
"Lots lots of big trains Vol 1 Giant railroad action",1,8,12,32,2,5,14,47,625.2,28
"Deep sea dive",1,28,19,37,2,5,15,0,551.46,7
"Meet the sight words 3",1,14,15,25,2,5,15,4,372.462,21
Seashore,1,26,14,37,2,5,15,19,578.7699,10
Flight,1,26,14,37,2,5,15,20,629.1301,10
"Bonjour les amis Volume 3",2,1,16,3,2,5,15,24,448.3421,3
"Between the lions Animal stories 8 stories fun activities",1,27,15,43,2,5,15,25,372.465,8
"Muzzy German",1,22,14,27,2,5,15,26,438.3421,14
"Mighty machines Big wheels rollin",1,23,17,41,2,5,15,31,629.225,12
"Mighty machines Roadways to runways",1,23,17,41,2,5,15,31,629.133,12
"All about trains for kids",1,23,17,41,2,5,15,31,625.1,12
"Meet the sight words 2",1,23,17,41,2,5,15,31,372.462,12
"Wild animal baby Wow Wetland other stories",2,4,15,44,2,5,15,37,591.39,0
"Mighty machines Roadways to runways",1,28,13,12,2,5,15,39,629.133,8
"Mighty machines Machines on the job",1,15,12,34,2,5,15,39,621.8,21
"Dance learn Chinese with Mei Mei",1,22,17,17,2,5,15,44,495.18342,13
"Lots lots of jets and planes Vol 3 Jumbo jets in action",1,27,14,10,2,5,15,45,629.13334,9
"Do re mi in the key of C",1,22,17,17,2,5,15,45,781.2,13
"first Christmas",1,22,15,53,2,5,15,48,232.9,13
Horse,1,24,14,47,2,5,15,48,636.1,12
"Chinese for kids Beginner level 1 volume 2",1,24,14,47,2,5,15,48,495.18342,12
"Washington DC for kids",1,22,15,53,2,5,15,48,917.53,13
"Sid the science kid Sids sense ational adventures",1,24,14,47,2,5,15,48,500,12
"French Disc 4 In my home",1,12,15,13,2,5,15,50,448.3421,24
"School house rock Election collection",1,26,10,43,2,5,15,51,320.973,10
"All your childs favorites",1,27,14,10,2,5,15,52,649.68,9
"Meet the letters",1,23,12,3,2,5,15,52,428.13,13
"Activity TV Halloween Vol 3",1,23,12,3,2,5,15,52,745.59416,13
"Hola amigos Volume 1",1,23,12,3,2,5,15,53,468.3421,13
"magic school bus Creepy crawly fun",1,24,15,29,2,5,15,57,534,12
"magic school bus Super sports fun",1,24,15,29,2,5,15,58,530,12
"Mandarin Chinese Disc 4 In my home",1,23,14,36,2,5,16,2,495.13421,13
"Kool Kids sing a long",1,23,14,35,2,5,16,2,782.42083,13
"Mandarin Chinese Disc 5 Happy sad and silly",1,23,14,35,2,5,16,12,495.13421,13
"Mandarin Chinese 3 Playtime",1,23,14,35,2,5,16,21,495.13421,13
"frog prince",1,8,14,7,2,5,16,22,398.2,28
"Number sense",2,2,16,16,2,5,16,27,513.5,3
Geometry,2,2,16,16,2,5,16,27,516,3
"Dino world",1,24,15,29,2,5,16,34,567.9,12
"Im a potty pirate potty training for boys",1,23,14,35,2,5,16,41,649.62,13
"Dancing for kids",1,23,14,35,2,5,16,44,792.80833,13
"Timoon and the Narwhal a story from Canada",1,25,11,42,2,5,16,49,398.20971,11
"Dancing for kids",1,29,17,33,2,5,16,54,792.80833,6
"Hot potatoes the best of the Wiggles",1,29,17,33,2,5,16,58,782.42083,6
"Kool Kids sing a long",2,4,18,5,2,5,17,23,782.42083,0
"Silly songs sing a long",2,4,18,5,2,5,17,23,782.42083,0
"Civil War and Reconstruction development of the industrial U S the 12th 25th presidents",1,22,17,36,2,5,17,53,973.099,14
Energy,1,29,14,40,2,5,18,34,531.6,7
Amphibians,2,1,14,59,2,5,18,36,597.8,4
"magic school bus Bugs bugs bugs",2,2,17,40,2,5,18,36,595.7,3
"All about the water cycle",1,31,19,41,2,5,18,36,551.48,4
Archaeology,1,30,13,31,2,5,18,37,930.1,6
"Schoolhouse rock Grammar",1,25,12,54,2,5,18,37,428,11
"Meet the phonics Blends",1,24,11,48,2,5,18,37,372.465,12
"magic school bus Creepy crawly fun",1,24,17,7,2,5,18,38,534,12
"Lots lots of trucks Vol 1 Hard workin trucks",1,24,17,8,2,5,18,39,629.224,12
"Meet the numbers",1,29,16,17,2,5,18,40,372.72,7
"iKnow animals letters sounds Vol 1",1,29,16,17,2,5,18,40,372.465,7
"Reading for children Identifying letters sounds",1,29,16,17,2,5,18,40,372.465,7
"Baby gourmet The first course",1,29,16,17,2,5,18,40,613.20832,7
Caves,1,29,14,44,2,5,18,41,551.447,7
"Spanish Disc 6 I can count",2,4,17,59,2,5,18,53,468.3421,1
Atmosphere,1,29,14,44,2,5,18,55,551.5,7
"Earths seasons",1,29,14,44,2,5,18,55,508.2,7
"Lakes ponds",1,29,14,41,2,5,18,55,551.482,7
Plants,1,29,14,41,2,5,18,55,580,7
Earthquakes,1,29,14,44,2,5,18,56,551.22,7
"Rivers streams",1,29,14,44,2,5,18,56,551.483,7
"science of Disney imagineering Magnetism",1,18,17,26,2,5,19,0,531.55,18
"Merlin and the dragons a story from Wales",1,18,17,26,2,5,19,9,398.20942,18
Atmosphere,1,22,19,46,2,5,19,17,551.5,13
"All about Earths history",1,22,19,46,2,5,19,17,551.7,13
Dog,1,29,19,7,2,5,19,28,599.77,7
"Activity TV Cooking snacks",2,4,19,28,2,5,19,28,641.5123,1
"Eyewitness Volcano",1,22,19,41,2,5,19,41,551.21,14
Volcanoes,1,22,19,41,2,5,19,41,551.21,14
"Lots lots of jets and planes Vol 3 Jumbo jets in action",1,15,19,49,2,5,19,45,629.13334,20
"Schoolhouse rock Science",2,2,10,37,2,6,10,18,500,3
"Wiggles Racing to the rainbow",2,2,10,37,2,6,10,18,782.42083,3
"Ready for beginning math",1,23,11,39,2,6,10,37,372.7049,13
"Shalom Sesame Volume 9 Countdown to Shavuot",1,23,11,39,2,6,10,37,394.267,13
"Polar prowl",1,22,13,17,2,6,11,23,591.70911,14
"Wonders down under",2,3,14,55,2,6,11,23,591.994,2
"Spanish 2 Wake up smiling",1,20,13,5,2,6,11,46,468.3421,16
"Im a potty pirate potty training for boys",1,23,10,32,2,6,12,6,649.62,14
"Classical baby Im grown up now The poetry show",1,24,12,33,2,6,12,9,808.81008,12
"Human machine",1,24,12,33,2,6,12,9,612,12
"African American",1,24,12,33,2,6,12,9,305.89607,12
"Letter combinations reading",1,24,12,33,2,6,12,9,372.4,12
"Signing time Series 2 volume 1 Nice to meet you",1,13,14,48,2,6,12,15,419.7,23
"Signing time Series 2 volume 4 My favorite season",1,6,13,39,2,6,12,15,419.7,30
"Signing time Volume 13 Welcome to school",1,6,13,39,2,6,12,15,419.7,30
"Get fit kids vol 1 Hustle bustle move your muscles",1,23,15,45,2,6,12,25,613.7042,13
"Mandarin Chinese 1 Eating and drinking",1,20,14,21,2,6,12,40,495.13421,16
"Mandarin Chinese Disc 4 In my home",1,22,15,31,2,6,12,40,495.13421,14
"Mandarin Chinese 2 Wake up smiling",1,20,14,21,2,6,12,40,495.13421,16
"Mandarin Chinese Disc 5 Happy sad and silly",1,27,13,54,2,6,12,40,495.13421,9
"Mandarin Chinese 3 Playtime",1,20,14,21,2,6,12,40,495.13421,16
"Chinese for kids Beginner level 1 volume 2",1,22,15,31,2,6,12,40,495.18342,14
"Mandarin Chinese Disc 6 I can count",1,22,15,31,2,6,12,40,495.13421,14
"Families of France",1,20,14,13,2,6,12,47,944.084,16
"Families of Vietnam",1,20,14,12,2,6,12,50,959.7,16
"French Disc 5 Happy sad and silly",1,23,14,7,2,6,12,57,448.3421,13
"Be a hula girl",1,23,14,7,2,6,12,57,793.31,13
"Sing yourself silly",1,26,13,2,2,6,13,8,782.42083,11
"Puppy plays the classics",1,25,17,41,2,6,13,31,781.68,11
"Families of Ghana",1,28,16,1,2,6,13,40,966.7,8
"Families of Kenya",1,28,16,1,2,6,13,40,967.62,8
"More families of Mexico",1,28,16,1,2,6,13,40,972.0836,8
"Shalom Sesame Volume 5 Mitzvah on the street",1,9,13,50,2,6,13,58,296.4424,28
"Shalom Sesame Volume 4 Grover plants a tree",1,9,13,50,2,6,13,59,296.43,28
"Shalom sesame Volume 8 Grover learns Hebrew",1,9,13,50,2,6,14,1,492.48342,28
"Rock n learn Addition subtraction rap",1,23,16,55,2,6,14,1,513.21,13
"Families of China",1,23,12,51,2,6,14,12,951,14
"Kids love Spanish Volume 1 Basic words",1,23,14,59,2,6,14,12,468.3421,13
"Families of Ghana",1,28,12,53,2,6,14,13,966.7,9
"Elmos world Food water exercise",2,4,16,47,2,6,14,14,613.7042,1
"Families of Israel",2,4,16,47,2,6,14,15,956.54,1
"Kidz bop Dance moves",1,30,13,49,2,6,14,24,793.3,7
"Rock n learn Telling time",1,20,15,28,2,6,14,27,681.113,16
"Meet the phonics Digraphs",1,20,15,28,2,6,14,27,372.465,16
Geometry,1,20,15,28,2,6,14,28,516,16
"Meet the sight words 1",1,20,15,28,2,6,14,32,372.462,16
"Preschool fun Letters numbers",1,24,11,47,2,6,14,33,201,13
"All around the kitchen crazy videos concert songs",1,10,10,39,2,6,14,39,782.42083,27
"English ESL 5 Happy sad and silly",1,15,19,8,2,6,15,8,428.3461,21
"Mandarin Chinese 2 Wake up smiling",1,15,19,8,2,6,15,8,495.13421,21
"Arabic for babies toddlers and preschoolers Disc 3 Playtime",1,15,19,8,2,6,15,8,492.7071,21
"Drawing power Vol 6 Wizards castles dragons",2,1,12,57,2,6,15,11,743.8,5
"Blast off a kids introduction to the space program",1,24,16,13,2,6,15,25,629.40973,12
"Adventures with dance",1,11,16,22,2,6,15,26,792.8,25
"Garbage monsters",1,27,13,50,2,6,15,27,628.445,10
"best of Mighty machines flying racing rolling",1,27,13,50,2,6,15,29,629.225,10
"Mighty machines Lights ladders",1,27,13,50,2,6,15,29,629.224,10
"Johnny Appleseed",1,22,15,16,2,6,15,32,398.22,15
"Signing time Volume 4 Family feelings and fun",1,23,15,50,2,6,15,32,419.7,13
"Families of Russia",2,2,10,38,2,6,15,34,947.086,4
"Puppytown Growing up",1,28,15,30,2,6,16,2,636.73,9
"I love toy trains Parts 1 2 3",1,28,15,30,2,6,16,2,625.19,9
"Human machine",1,28,15,30,2,6,16,8,612,9
"Sid the science kid Weather kid Sid",1,16,11,35,2,6,16,15,551.5,21
"Sid the science kid Sid in motion",1,16,11,35,2,6,16,15,500,21
"magic school bus Space adventures",1,25,17,25,2,6,16,16,523,11
"Mighty machines Lights ladders",1,25,17,25,2,6,16,16,629.224,11
"Kristens fairy house",1,24,16,32,2,6,16,20,595.789,12
Wind,1,29,14,44,2,6,16,20,621.31,8
Matter,1,26,14,54,2,6,16,20,530,11
"Arctic Antarctic",2,1,15,5,2,6,16,20,508.98,5
"Ecosystems and biomes",1,24,16,31,2,6,16,20,577.82,12
"All about solids liquids gases",1,24,16,31,2,6,16,20,530.414,12
"way things work Heat",1,25,12,54,2,6,16,20,523.013,12
"National Geographics Animal holiday",1,19,11,23,2,6,16,23,591.7586,18
"Mighty machines Lights ladders",1,2,14,28,2,6,16,41,629.224,35
"All about cells body systems",1,25,17,37,2,6,16,50,571.6,11
"National park animals for kids",1,25,17,37,2,6,16,50,590.0973,11
"story of Ruby Bridges",1,25,17,37,2,6,16,51,379.26309,11
"Elmos potty time",1,24,19,18,2,6,17,14,649.62083,12
Amphibian,1,26,12,25,2,6,17,34,597.8,11
Bird,1,26,12,25,2,6,17,34,598,11
"Predator and prey",1,23,16,6,2,6,17,35,591.53,14
"Michael Michael motorcycle",1,24,17,37,2,6,17,36,629.2275,12
"Kids who rip com Vol 3",1,30,17,17,2,6,17,36,796.046,7
"Its potty time",1,23,16,18,2,6,17,38,649.62,14
"Mister Rogers neighborhood What do you do with the mad that you feel",1,26,15,35,2,6,17,50,152.47,11
"Human machine",1,17,15,41,2,6,17,51,612,20
"science of Disney imagineering Electricity",1,30,19,26,2,6,17,55,537,6
"Puppy plays the classics",2,1,14,6,2,6,17,59,781.68,5
"Measurement solids circles standard units",1,25,10,17,2,6,18,4,516.15,12
"Aladdin and the magic lamp",1,25,11,50,2,6,18,11,398.22,12
"Sid the science kid Gizmos and gadgets",1,24,19,26,2,6,18,26,621.8,12
"So you want to be president and more stories to celebrate American history",1,23,12,17,2,6,18,27,352.23709,14
"science of Disney imagineering Energy",1,16,14,0,2,6,18,30,530,21
"Kids who rip com Vol 3",1,3,17,32,2,6,19,29,796.046,34
"science of Disney imagineering Gravity",1,20,15,44,2,6,19,33,531.14,17
"Animal atlas Animal passport",1,23,15,47,2,6,19,34,590.96,14
"Animal atlas Animal 123s",1,23,15,47,2,6,19,34,513.5,14
Flight,1,22,17,58,2,6,19,35,629.13,15
"French Disc 4 In my home",1,28,12,51,2,7,10,36,448.3421,9
"French 3 Playtime",1,28,12,51,2,7,10,36,448.3421,9
"Kid guides Zoos",1,22,17,38,2,7,11,51,590.7373,15
"Families of Thailand",2,2,12,35,2,7,11,58,959.3,4
"Young minds numbers and counting",1,31,12,51,2,7,11,59,513.211,6
"Signing time Series 2 volume 10 Helping out around the house",1,26,14,31,2,7,12,20,419.7,11
"Signing time Series 2 volume 12 Box of crayons",1,26,14,31,2,7,12,20,419.7,11
"Lyric language Italian",1,26,14,31,2,7,12,20,458.3421,11
"magic school bus catches a wave",1,12,13,2,2,7,12,25,553.7,25
"Popular mechanics for kids Slither slime and other yucky things",1,31,16,29,2,7,12,25,500,6
"Sid the science kid Sid in motion",1,12,13,3,2,7,12,25,500,25
"Shalom Sesame Volume 4 Grover plants a tree",1,22,13,18,2,7,12,49,296.43,15
"Shalom sesame Volume 7 Its Passover Grover",1,22,13,18,2,7,12,49,296.437,15
"Shalom Sesame Volume 3 Shabbat shalom Grover",1,22,13,18,2,7,12,49,296.43,15
"Awesome animal builders",1,24,11,55,2,7,12,58,591.564,14
"Humphrey the lost whale",1,24,11,55,2,7,13,0,599.5,14
Life,1,24,11,55,2,7,13,0,570,14
"Our country USA to Z an alphabetical introduction to the USA",1,30,18,55,2,7,13,4,973,7
"Families of Russia",1,30,18,55,2,7,13,10,947.086,7
"Sid the science kid The ruler of thumb",1,20,15,51,2,7,13,20,530.8,17
"English ESL 2 Wake up smiling",1,26,11,36,2,7,13,21,428.3461,12
"Mandarin Chinese Disc 4 In my home",2,2,16,14,2,7,13,21,495.13421,4
"English ESL 3 Playtime",1,26,11,36,2,7,13,21,428.3461,12
"world of learning Volume 2",2,6,15,22,2,7,13,30,629.13334,0
MicroCosmos,1,31,13,0,2,7,13,41,595.7,7
"Going to school",2,2,12,8,2,7,13,54,371.002,5
"Raffi in concert",2,2,12,8,2,7,13,59,782.42083,5
"Signing time Volume 4 Family feelings and fun",1,12,13,40,2,7,14,8,419.7,26
"Bugz from a bugs eye view",1,29,13,59,2,7,14,19,595.7,9
"Preschool fun Letters numbers",1,29,13,59,2,7,14,20,201,9
